Pos,HT,WT,Age,League,GS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,TOV%,STL%,BLK%,Total S %,PPR,ORtg,DRtg,Pick
F,206cm,100kg,21,NCAA,72,5.67,0.704,0,0,2.77,0.598,7.12,0.64,0.43,1.9,2.46,1.07,9.64,0.69,0.704,-,-,-,13.25,-,-,130.2,-,-,-,61
G,198cm,94kg,22,NCAA,47,4.22,0.421,1.41,0.348,1.4,0.761,3.34,2.57,0.68,0.1,1.77,1.28,5.11,0.523,0.479,3.12,13.08,8.14,20.73,1.68,0.42,153.07,1.84,104.7,105.2,61
SG,188cm,94kg,22,NCAA,65,12.31,0.455,4.38,0.373,3.35,0.735,3.85,2.25,1.11,0.23,2.38,1.93,15.31,0.551,0.522,4.3,10.88,7.67,12.19,2.25,0.89,156.37,-1.57,110,105.9,61
SF,201cm,98kg,22,NCAA,45,7.49,0.437,4.29,0.37,1.8,0.847,4.46,0.72,0.55,0.44,1.4,1.12,9.66,0.579,0.543,6.03,14.61,10.47,11.88,1.36,2.02,165.49,-2.73,115.8,100.7,61
G,201cm,73kg,22,NCAA,84,7.43,0.441,2.12,0.318,1.9,0.714,3.98,3.03,1.93,0.87,2.34,1.84,8.59,0.515,0.486,3.47,11.73,7.64,18.06,3.8,3.52,147.26,0.62,104.1,98.4,61
F,208cm,102kg,22,NCAA,51,4.55,0.508,1.55,0.35,0.98,0.728,3.65,0.34,0.26,0.51,2.17,0.81,5.89,0.586,0.568,10.04,16.04,13.06,13.89,0.93,3.55,158.62,-3.59,114.2,106.6,61
PG,185cm,79kg,22,NCAA,71,7.91,0.421,4.48,0.387,1.95,0.813,1.58,3.79,0.82,0.06,1.32,1.68,9.97,0.565,0.53,0.93,6.09,3.65,15.99,1.94,0.26,162.12,3.45,114,106.5,61
C,218cm,132kg,22,NCAA,75,6.86,0.589,0,0,4.52,0.689,4.63,0.51,0.16,0.89,2.08,1.65,11.19,0.621,0.589,10.85,18.62,15.01,15.47,0.52,5.08,127.82,-7.37,114.4,95.4,61
GF,198cm,98kg,21,NCAA,94,7.21,0.456,3.35,0.385,1.7,0.71,5.06,1.08,0.61,0.24,1.68,1.12,9.07,0.566,0.545,4.4,19.42,12.25,12.24,1.42,1.07,155.07,-1.59,108.6,97.4,61
SG,193cm,88kg,23,NCAA,118,9.09,0.438,4.76,0.389,1.65,0.695,3.78,2.65,0.79,0.12,1.98,2.14,10.95,0.555,0.54,1.43,13.51,7.65,17.82,1.61,0.42,152.18,-1.29,106.9,105,61
SG,196cm,86kg,23,NCAA,41,17.16,0.413,6.18,0.294,9.7,0.768,4.73,1.68,1.66,0.39,2.8,3.95,23.45,0.539,0.466,4.85,10.94,7.75,15.37,2.85,1.32,147.55,-8.51,104.9,100.7,61
SG,198cm,93kg,22,GLEAGUE,0,1,0.333,0.33,1,0,0,1,0.33,0,0,0.33,0.33,1,0.5,0.5,38.3,0,19.78,25,0,0,133.33,-3.93,112.8,114.3,61
C,211cm,116kg,22,NCAA,70,8.29,0.625,0.23,0.276,3.71,0.737,6.68,1.21,0.26,0.75,2.29,1.62,13.15,0.654,0.628,12.4,25.32,19.34,13.87,0.76,3.58,163.76,-4.03,124.4,94.6,61
F,206cm,93kg,23,NCAA,110,7.97,0.494,2.79,0.364,2.27,0.729,6.4,1.32,0.72,2.2,1.84,1.59,10.55,0.583,0.558,7.25,20.77,14.39,14.96,1.65,9.39,158.75,-2.81,111.7,94.3,61
SG,196cm,79kg,22,NCAA,76,8.71,0.414,4.41,0.356,1.61,0.808,3.07,1.49,0.56,0.34,2.24,1.13,10.08,0.532,0.504,2.61,12.1,7.46,10.7,1.43,1.63,157.79,-0.62,106.8,102.1,61
GF,196cm,98kg,22,NCAA,75,7.65,0.418,4.37,0.387,2.89,0.74,2.93,1.4,0.76,0.09,1.51,1.16,10.22,0.567,0.529,3.75,9.76,6.76,11.43,1.76,0.42,154.52,-0.93,115.4,105.1,61
F,198cm,100kg,21,NCAA,115,7.01,0.462,2.8,0.395,3.52,0.802,5.72,1.4,0.64,0.31,2.8,1.48,10.4,0.599,0.541,7.35,15.99,11.89,14.54,1.38,1.13,165.84,-1.99,118.2,102.4,61
SF,198cm,100kg,22,NCAA,96,9.97,0.474,2.99,0.36,3.47,0.67,4.88,1.41,1.07,0.35,2.27,1.66,12.84,0.553,0.528,5.8,14.66,10.22,12.49,2.35,1.39,150.33,-2.71,111.4,99.7,61
SF,203cm,100kg,22,NCAA,107,6.56,0.512,0.77,0.3,3.03,0.621,5.96,1.42,0.66,1.33,1.94,1.54,8.83,0.552,0.53,7.77,17.43,12.68,16.14,1.39,5.74,143.39,-2.15,109,97.7,61
SF,196cm,88kg,22,NCAA,102,8.2,0.429,4.55,0.39,1.8,0.751,3.27,1.07,0.76,0.91,2.41,0.96,10.16,0.561,0.537,3.67,9.69,6.75,9.56,1.6,3.45,157,-0.87,114.8,104.5,61
F,198cm,100kg,22,NCAA,89,10.94,0.51,3.59,0.401,1.77,0.787,5.39,2.72,1.07,0.5,1.74,1.86,13.99,0.594,0.576,-,-,-,13.63,-,-,169.81,-,-,-,61
G,185cm,84kg,22,NCAA,88,13.35,0.459,4.55,0.341,5.2,0.808,4.98,3.38,1.87,0.33,2.05,2.64,18.01,0.569,0.517,-,-,-,14.29,-,-,160.74,-,-,-,61
F,203cm,93kg,22,NCAA,83,3.94,0.508,0.23,0.3,1.22,0.671,4.78,1.18,0.8,1.07,1.79,0.8,4.89,0.541,0.516,10.31,17.79,14.17,14.97,2.46,6.49,147.85,-0.04,115.3,86.9,61
G,201cm,98kg,22,NCAA,94,8.56,0.481,5.29,0.393,2.13,0.698,6.67,1.28,0.91,1.23,2.21,1.37,11.79,0.616,0.602,-,-,-,12.49,-,-,157.17,-,-,-,61
C,208cm,111kg,21,NCAA,94,7.78,0.598,0,0,3.5,0.693,6.56,0.91,0.51,1.7,2.81,2.02,11.74,0.622,0.598,8.05,19.03,13.59,17.63,1.07,6.93,129.18,-5.16,111.6,101.9,61
PF,206cm,93kg,21,NCAA,30,4.6,0.426,2.25,0.367,1.48,0.622,5.09,0.63,0.55,0.97,2.72,0.93,5.67,0.534,0.516,9.41,17.59,13.67,14.97,1.5,5.09,141.46,-2.46,111.2,95.9,61
PG,183cm,82kg,22,NCAA,105,9.62,0.474,3.11,0.301,4.25,0.716,4.06,3.79,1.09,0.09,1.69,2.3,13.1,0.563,0.523,3.77,12.04,8.04,16.51,2.2,0.32,149.13,0.77,113,103.6,61
SG,191cm,88kg,22,NCAA,87,11.69,0.428,6.05,0.386,2.31,0.821,3.61,2.08,1.16,0.21,1.79,1.69,14.25,0.557,0.528,1.74,12.53,7.05,11.68,2.31,0.78,163.55,-1.03,108.9,102.4,61
SG,196cm,96kg,22,NCAA,58,4.93,0.427,1.47,0.257,2.16,0.746,4.39,3.41,0.79,0.32,1.74,1.52,6.2,0.52,0.465,6.14,15.39,10.89,20.36,2.06,1.6,143.01,3.35,112.7,99.2,61
F,203cm,102kg,23,NCAA,68,9.35,0.387,4.27,0.334,2.06,0.716,4.48,1.16,0.61,0.33,2.18,1.21,10.15,0.491,0.464,4.02,15.66,9.74,10.47,1.36,1.36,143.78,-1.66,101.5,105.8,61
F,203cm,95kg,24,NCAA,49,6.83,0.455,4.91,0.419,1.22,0.864,2.54,1.23,0.57,0.29,2.17,0.7,9.32,0.629,0.606,2.24,10.24,6.28,8.59,1.38,1.26,173.85,0.53,124.3,102.9,61
F,206cm,93kg,23,NCAA,107,8.93,0.425,3.46,0.337,2.71,0.788,4.54,1.47,0.69,1.1,1.79,1.27,10.9,0.533,0.49,4.32,13.24,8.84,11.04,1.4,3.88,155,-1,111.6,102.4,61
SF,201cm,95kg,23,NCAA,85,8.43,0.484,2.64,0.375,3.01,0.625,8.6,2.66,1.38,0.7,2.48,1.42,11.03,0.559,0.542,10.93,20.45,15.71,12.6,2.55,2.27,148.46,1.11,120.8,97.8,61
PG,193cm,86kg,22,NCAA,107,10.22,0.404,3.99,0.348,5.6,0.806,3.52,3.04,0.86,0.14,2.5,1.88,14.15,0.549,0.472,2.01,11.12,6.63,12.76,1.73,0.51,155.73,0.49,112.8,102.5,61
SF,201cm,91kg,22,NCAA,59,10.41,0.426,4.23,0.335,3.3,0.843,5.45,0.68,0.91,0.45,1.76,1.73,13.05,0.545,0.494,6.36,18.94,12.63,12.6,2.13,2.06,160.4,-5.05,106.4,100,61
SG,196cm,91kg,22,NCAA,67,10.62,0.479,4.88,0.378,5.72,0.827,3.65,2.37,0.54,0.24,1.81,1.96,16.76,0.628,0.566,1.44,11.8,6.91,12.83,0.99,0.81,168.48,-1.23,124.7,104.3,61
PF,206cm,103kg,23,NCAA,142,7.59,0.511,1.05,0.333,3.91,0.572,7.13,0.99,0.55,1.06,2.54,1.77,10.34,0.547,0.534,10.5,18.77,14.92,15.78,1.19,4.2,141.64,-4.13,108.2,95.8,61
SF,201cm,89kg,21,NCAA,71,8.96,0.438,3.25,0.349,2.85,0.776,4.15,2,0.53,0.27,1.49,1.66,11.19,0.543,0.501,2.6,14.35,8.57,13.89,1.15,1.09,156.3,-1.26,109.4,99.6,61
SG,196cm,102kg,20,NCAA,57,8.97,0.45,3.52,0.365,3.32,0.729,4.88,2.23,1.03,0.57,2.18,2.1,11.77,0.558,0.521,7.37,12.41,10.06,16.61,2.08,2.12,154.34,-2.15,111.3,100.1,61
SG,198cm,90kg,23,NCAA,136,11.7,0.432,5.85,0.384,4.56,0.784,5.37,2.15,0.79,0.18,2.28,1.8,15.92,0.574,0.528,4.11,15.01,9.73,11.47,1.41,0.65,160,-1.11,116.9,102.6,61
SG,196cm,95kg,23,NCAA,56,10.87,0.437,4.63,0.366,4.88,0.8,4.86,2.43,1.18,0.44,2.43,2.54,15.09,0.572,0.515,3.36,15.73,9.68,16.14,2.33,1.7,160.22,-3.12,107.5,97.9,61
PF,201cm,123kg,22,NCAA,73,7.19,0.459,3.31,0.397,2.81,0.856,5.63,1.37,0.52,0.63,2.85,1.7,10.33,0.606,0.551,7.79,16.81,12.53,16.6,1.15,2.58,171.2,-3.02,114.6,102.2,61
G,193cm,82kg,25,NCAA,75,12.52,0.412,5.34,0.321,5.29,0.777,3.96,1.88,1.14,0.17,2.15,2,16.15,0.537,0.481,3.28,11.73,7.5,11.74,2.25,0.62,151.05,-2.51,109,100.1,61
SG,191cm,86kg,21,NCAA,55,10.09,0.433,5.38,0.399,2.68,0.78,4.07,2.13,0.78,0.12,1.56,1.63,12.97,0.571,0.539,1.61,13.15,7.63,12.56,1.48,0.41,161.21,-0.7,112.4,104.8,61
SG,196cm,83kg,21,NCAA,40,6.01,0.442,3.08,0.324,2.16,0.745,2.33,1.01,0.61,0.22,1.38,1.26,7.93,0.563,0.525,2.98,9.86,6.42,15.17,1.68,1.19,151.13,-2.8,107,111.1,61
F,198cm,88kg,24,NCAA,31,6.36,0.426,3.19,0.386,2.38,0.823,2.8,2.13,0.88,0.19,1.83,1.3,8.61,0.575,0.523,3.64,11.9,7.91,14.83,2.48,1.02,163.55,0.57,117,100.9,61
SF,196cm,104kg,19,GLEAGUE,0,6.5,0.577,3.5,0.5,0.25,0,1.5,1.25,0,0,0.5,1.25,9.25,0.7,0.712,6.96,5.98,6.43,15.9,0,0,107.69,-3.08,116.3,126.2,61
PG,183cm,88kg,23,NCAA,112,10.03,0.419,5.03,0.367,2.78,0.833,2.81,3.12,1.15,0.19,1.91,1.53,12.58,0.554,0.511,1.78,9.03,5.48,11.91,2.35,0.74,161.88,1.93,119.3,101.7,61
G,191cm,82kg,23,NCAA,48,6.38,0.404,3.15,0.368,2.23,0.742,2.87,1.83,0.67,0.22,1.82,1.61,7.96,0.535,0.494,2.17,12.55,7.48,17.8,1.74,1.19,151.36,-1.73,103.8,104.5,61
PF,203cm,93kg,22,NCAA,85,11.02,0.426,1.79,0.34,4.17,0.81,8.52,1.2,0.57,0.9,2.38,1.68,13.39,0.515,0.454,8.3,20.05,13.86,11.43,0.99,2.96,157.61,-2.66,108.9,101,61
SF,198cm,93kg,23,NCAA,77,9.1,0.451,4.34,0.357,2.89,0.777,4.92,1.06,0.66,0.23,1.51,1.33,12,0.573,0.536,5.51,16.73,11.14,11.27,1.53,1,158.52,-2.48,115.9,103.5,61
SG,193cm,95kg,23,NCAA,101,6.84,0.437,2.67,0.295,2.11,0.731,3.51,1.8,1.13,0.17,2.04,1.15,8.31,0.53,0.495,2.86,11.57,7.17,12.78,2.44,0.67,146.36,0.19,108.5,101.6,61
F,198cm,102kg,23,NCAA,49,6.15,0.484,0.13,0.182,2.11,0.644,4.74,0.77,0.5,0.56,2.49,1.05,7.33,0.512,0.485,9.14,20.28,14.86,12.77,1.49,3.85,130.94,-3.8,105.3,94.1,61
G,196cm,91kg,23,NCAA,65,7.5,0.452,3.88,0.411,2.53,0.721,3.43,0.78,0.57,0.16,1.69,1.39,10.2,0.586,0.558,4.64,13.47,9.2,13.75,1.5,0.76,158.39,-3.9,109.9,108,61
PF,201cm,91kg,21,NCAA,72,14.38,0.39,3.83,0.315,7,0.704,5.43,1.26,1.25,0.32,2.12,3.46,17.36,0.49,0.432,3.37,13.72,8.68,16.35,2.09,0.94,140.99,-7.63,93.2,102.8,61
C,206cm,115kg,23,NCAA,80,5.92,0.567,0.02,0.5,4.3,0.545,6.4,0.34,0.37,1.41,2.92,1.73,9.07,0.569,0.568,11.45,17.35,14.38,17.87,0.87,5.86,161.18,-6.1,106.2,97.9,61
SG,191cm,93kg,23,NCAA,125,13.52,0.446,6.26,0.376,3.13,0.72,3.09,2.4,0.7,0.12,1.99,2.18,16.67,0.555,0.533,2,9.75,6,12.71,1.36,0.41,154.18,-1.93,106.7,103.4,61
SF,201cm,102kg,21,NCAA,22,4.22,0.406,3.09,0.357,1.36,0.712,3.77,0.6,0.43,0.22,2.01,0.59,5.49,0.565,0.537,6.01,16.67,11.49,10.78,1.31,1.3,147.47,-1,118.6,102.9,61
PG,193cm,84kg,24,NCAA,72,14.57,0.453,5.22,0.362,4.71,0.783,3.27,3.04,1.15,0.15,1.8,2.03,18.79,0.559,0.518,2.75,9.25,6.04,10.79,2.26,0.59,159.86,-0.01,116.1,99.6,61
C,213cm,104kg,24,NCAA,35,4.83,0.625,0.02,0,2.78,0.633,5.83,0.43,0.35,1.74,2.17,1.3,7.8,0.634,0.625,14.44,21.7,18.18,17.4,1.11,11.34,125.79,-5.57,117.3,94.3,61
SF,206cm,98kg,21,NCAA,52,8.2,0.398,4.74,0.36,1.64,0.658,4.25,2.13,0.75,0.59,1.73,1.48,9.31,0.519,0.502,4.52,13.32,9.05,14.18,1.7,2.55,141.55,-0.25,106.8,98.8,61
G,196cm,87kg,23,NCAA,30,6.1,0.399,2.11,0.288,3.38,0.799,2.32,1.02,0.55,0.16,1.47,1.07,8.18,0.531,0.449,3.13,9.27,6.24,12.18,1.47,0.72,148.66,-1.76,108.5,109.6,61
C,206cm,91kg,20,INTERNATIONAL,0,1.42,0.297,0.58,0.2,0.54,0.643,1.69,0.15,0.19,0.35,1.04,0.23,1.31,0.394,0.338,5.84,16.59,11.36,12.21,1.13,3.59,114.02,-1.59,88.8,105.6,61
SF,201cm,102kg,22,NCAA,42,8.29,0.474,1.58,0.348,3.41,0.658,5.33,1.06,0.61,0.27,1.26,1.45,10.66,0.537,0.507,10.05,20.12,15.13,12.77,1.75,1.46,147.99,-3.67,108.9,96.2,61
SF,203cm,88kg,22,NCAA,38,9.1,0.385,3.91,0.322,2.46,0.735,3.86,0.77,0.55,0.2,1.49,1.67,10.09,0.491,0.455,4.75,12.7,8.55,13.96,1.29,0.96,144.29,-4.64,96.9,105,61
C,211cm,102kg,23,NCAA,56,4.07,0.612,0,0,1.57,0.5,4.5,0.51,0.27,1.15,2.3,1.08,5.76,0.598,0.612,13.06,16.64,14.89,18.37,0.95,7.08,111.16,-4.4,113.2,96.1,61
G,188cm,79kg,22,NCAA,82,12.9,0.444,4.34,0.352,4.95,0.739,4.85,2.49,1.7,0.07,1.73,2.26,16.64,0.546,0.503,3.36,16.21,9.58,12.93,3.3,0.26,153.53,-2.01,107.9,100.8,61
C,213cm,113kg,20,NCAA,33,11.58,0.545,0.27,0.333,5.85,0.725,10.33,0.52,0.45,1.82,2.64,2.64,16.94,0.59,0.548,12.75,25.12,19.42,15.52,0.86,5.65,160.32,-7.56,112.4,98.9,61
C,216cm,127kg,21,NCAA,31,3.88,0.653,0,0,1.57,0.5,4.75,0.12,0.21,1.22,2.13,0.98,5.85,0.632,0.653,14.26,24.35,19.34,17.46,0.85,9.55,115.27,-6.42,113.4,101.5,61
SF,206cm,93kg,23,NCAA,19,5.19,0.464,2.75,0.401,1.73,0.843,2.92,1.14,0.37,0.29,1.51,1.17,7.37,0.614,0.57,6.65,12,9.47,16.29,1.13,1.88,170.84,-2.81,117.6,103.3,61
PG,183cm,82kg,23,NCAA,130,13.55,0.425,5.81,0.388,4.21,0.804,2.92,4.45,1.18,0.12,1.96,2.56,17.16,0.552,0.508,1.26,8.3,4.78,14.14,2,0.36,161.76,1.16,112.7,105.3,61
PF,203cm,111kg,20,NCAA,32,10.83,0.533,2.74,0.375,5.06,0.701,8.14,0.97,0.69,1.23,2.29,1.86,16.11,0.609,0.58,10.27,21.83,16.3,12.31,1.47,4.58,160.85,-4.29,117.6,88.5,1
G,193cm,95kg,21,NCAA,75,7.25,0.538,1.37,0.338,3.45,0.716,5.16,1.68,1.55,0.54,2.38,1.94,10.74,0.604,0.57,10.34,14.68,12.64,17.93,3.79,2.39,159.24,-3.4,116.4,93.6,2
SF,203cm,103kg,20,NCAA,39,9.2,0.497,2.42,0.355,3.77,0.751,7.14,2.11,1.52,0.86,1.95,1.33,12.84,0.584,0.544,7.64,18.67,13.51,10.78,2.96,3.08,160.33,0.26,122.1,86.3,3
F,211cm,109kg,20,NCAA,72,9.38,0.591,0.03,0,6.6,0.756,7.29,1.28,1.18,1.21,2.46,1.96,16.07,0.642,0.591,11.74,17.84,15.04,13.54,2.43,4.36,134.69,-3.82,127.8,91.5,4
C,213cm,113kg,20,NCAA,47,6.97,0.538,0.15,0.111,3.32,0.663,6.95,0.83,0.2,2.08,2.57,1.55,9.72,0.569,0.539,11.77,19.57,15.91,15.36,0.49,8.57,131.27,-4.04,112.2,94.6,5
FC,211cm,100kg,19,NCAA,24,6.92,0.59,0,0,4.33,0.529,9.46,1.58,2.08,4.42,2.58,1.88,10.46,0.583,0.59,10.43,21.46,16.47,17.28,3.83,12.72,111.92,-2.49,113.1,78.5,6
SG,191cm,88kg,20,NCAA,37,10.81,0.495,4.7,0.42,3.73,0.87,5.19,1.97,1,0.68,1.86,2.08,15.92,0.633,0.586,5.02,12.39,9.11,14.19,1.83,2.25,178.41,-2.33,121.4,92.3,7
SG,196cm,93kg,20,NCAA,60,12.72,0.415,6.86,0.339,3.91,0.752,6.12,1.5,1.92,0.44,2.17,1.56,15.83,0.543,0.507,4.61,17.38,11,9.68,3.74,1.63,150.66,-1.84,111.2,93.9,8
G,183cm,84kg,20,NCAA,71,13.27,0.45,4.96,0.367,3.99,0.777,3.32,5.7,1.27,0.45,1.73,2.47,16.86,0.556,0.519,2.11,9.31,5.8,13.98,2.27,1.41,159.4,4.01,116.4,99.5,9
G,191cm,86kg,21,NCAA,108,15.72,0.44,5.19,0.377,6.66,0.825,6.28,2.75,2.05,0.46,1.75,2.41,21.27,0.563,0.502,5.23,16.08,10.76,11.34,3.59,1.45,164.17,-1.73,115.2,95,10
PG,198cm,88kg,21,NCAA,40,6.85,0.398,2.08,0.307,3.17,0.679,3.53,5.23,1.94,0.44,1.77,2.32,8.24,0.493,0.445,4.06,11.06,7.66,21.72,4.67,2.05,138.42,4.71,106.1,87.6,11
C,211cm,120kg,19,NCAA,32,5.47,0.571,0,0,2.19,0.443,6.34,0.62,0.66,2.03,1.62,1.09,7.22,0.555,0.571,15.23,19.21,17.21,14.39,1.86,11.21,101.43,-3.17,113,86.3,12
C,211cm,109kg,22,NCAA,32,5.63,0.594,0.74,0.333,2.82,0.709,4.56,1.06,0.51,0.46,1.95,1.39,8.94,0.641,0.616,11.17,19.63,15.71,16.58,1.82,3,163.61,-4.04,120.7,93.1,13
GF,196cm,102kg,20,NCAA,30,14.25,0.443,3.31,0.377,5.62,0.711,5.22,0.84,0.72,0.12,1.66,1.59,17.88,0.528,0.487,9.94,8.67,9.29,8.61,1.34,0.38,153.15,-3.2,109.9,104.1,14
C,213cm,109kg,20,GLEAGUE,6,7.13,0.533,0.87,0.231,2.6,0.641,7.53,2.33,0.73,1.8,2.8,1.8,9.47,0.572,0.547,12.21,20.6,16.49,17.86,1.51,5.97,140.45,-1.03,111.7,100.5,16
PG,191cm,78kg,19,GLEAGUE,6,12.17,0.479,2.83,0.294,6.33,0.711,4.17,6.67,0.83,0.17,1.83,3.67,17,0.568,0.514,1.58,11.58,6.58,19.69,1.17,0.36,148.41,2.28,107.5,108.7,17
PG,180cm,79kg,20,NCAA,53,8.6,0.438,3.96,0.375,2.68,0.808,3.21,3.59,1.78,0.09,1.63,2.09,11.18,0.566,0.524,1.97,9.87,6,17.46,3.52,0.31,162.08,1.01,112.1,96.5,18
SF,201cm,97kg,19,GLEAGUE,18,9.83,0.452,4.94,0.416,3.06,0.836,5,2.44,1,0.28,2.56,1.72,13.5,0.604,0.556,2.5,16.75,9.52,13.35,1.64,0.81,170.41,-0.32,113.9,106,19
G,198cm,97kg,21,NCAA,76,7.1,0.421,4.17,0.38,1.93,0.821,2.41,2.05,0.51,0.35,1.17,1.48,9.15,0.571,0.533,1.96,9.2,5.74,15.6,1.26,1.63,162.25,-0.48,110.6,97.3,20
FC,208cm,113kg,23,NCAA,81,6.07,0.546,0.03,0.333,2.67,0.64,7.83,1.24,1.02,2.61,2.75,1.63,8.34,0.569,0.547,12.25,19.78,16.05,18.16,2.22,10.51,151.91,-2.95,111.9,84,21
PF,213cm,113kg,23,NCAA,98,6.48,0.566,0.07,0.2,3.98,0.588,7.62,1.45,0.79,1.38,2.45,1.96,9.69,0.579,0.567,10.74,22.72,16.91,18.95,1.81,5.02,135.39,-3.87,111.1,89.8,22
SF,198cm,103kg,22,NCAA,129,7.29,0.48,2.21,0.375,3.29,0.745,5.57,2.19,0.91,0.35,2.44,2.09,10.29,0.581,0.537,7.78,15.06,11.57,19.06,1.88,1.26,159.94,-2.2,111.8,98,23
SG,196cm,93kg,21,NCAA,106,11.58,0.425,5.5,0.343,3.56,0.724,4.11,2.1,0.71,0.31,1.98,1.7,14.32,0.539,0.507,2.21,12.95,7.69,11.36,1.38,1.07,149.27,-0.98,108.8,100.1,24
SG,201cm,93kg,22,NCAA,53,8.15,0.439,4.86,0.387,1.18,0.72,4.95,1.69,0.87,0.21,1.21,0.94,9.89,0.568,0.555,6.57,14.1,10.36,9.74,1.96,0.84,154.64,0.71,121.4,94.8,25
SG,201cm,95kg,21,NCAA,65,7.06,0.516,1.36,0.35,3.24,0.582,9.94,1.13,1.56,1.43,2.61,1.74,9.64,0.561,0.549,12.71,27.73,20.54,16.86,3.33,5.47,144.75,-3.53,111.4,87.7,26
C,216cm,111kg,21,GLEAGUE,8,6.75,0.741,0,0,5.5,0.705,11.38,0.38,0.62,3,2.25,1.38,13.88,0.757,0.741,20.75,26.39,23.83,13.04,1.11,8.59,144.53,-4.21,143.8,99.8,27
SF,206cm,104kg,19,GLEAGUE,46,8.4,0.556,0.16,0.214,1.72,0.755,5.61,1.33,0.59,1,1.96,1.52,10.67,0.582,0.558,10.97,15.78,13.46,14.25,1.24,3.5,152.47,-2.8,113.8,107.1,28
G,196cm,93kg,18,NCAA,33,10.82,0.44,1.94,0.266,6.42,0.637,4.61,2.67,1.09,0.45,2.91,3.06,14.12,0.509,0.464,5.58,10.42,8.18,18.08,2.06,1.37,134.22,-4.01,100.1,97.8,29
SG,191cm,87kg,22,GLEAGUE,11,13,0.4,5.8,0.299,3.27,0.857,2.53,4.2,0.93,0.27,2.6,2.87,14.93,0.517,0.467,0.97,8.1,4.56,16.57,1.58,0.73,155.6,-0.24,103.3,114.4,30
SG,198cm,96kg,21,NCAA,96,12.19,0.446,5.58,0.382,3.27,0.819,5.7,2.23,0.85,0.59,1.71,1.84,15.68,0.571,0.533,3.09,15.86,9.74,11.79,1.45,1.77,164.69,-1.01,113.2,97.8,31
GF,198cm,86kg,19,INTERNATIONAL,19,5.15,0.452,3.05,0.399,1.11,0.827,1.41,0.81,0.48,0.19,1.88,0.58,6.79,0.602,0.57,3.53,6.93,5.3,9.26,1.6,1.09,167.84,-0.22,121.4,107.1,32
SF,198cm,91kg,22,NCAA,70,7.96,0.456,3.23,0.326,2.63,0.704,4.79,1.33,1.02,0.79,2.38,1.72,10.16,0.552,0.522,5.96,14.27,10.26,15.77,2.24,3.11,148.6,-3.1,104.7,100.7,33
G,183cm,91kg,22,NCAA,83,10.69,0.45,5.49,0.419,4.48,0.804,2.77,2.92,1.19,0.08,1.82,2.36,15.52,0.606,0.558,2.4,8.96,5.8,15.53,2.53,0.29,167.31,-1.46,119,96.2,34
GF,198cm,93kg,22,NCAA,44,8.36,0.435,3.32,0.346,2.43,0.611,4.84,2.13,1.28,0.54,2.23,1.86,9.9,0.52,0.503,7.46,14.53,10.99,16.38,3.05,2.43,139.21,-1.81,104.9,94,35
PG,191cm,87kg,22,NCAA,101,11.5,0.465,3.28,0.29,5.81,0.723,4.76,4.4,1.72,0.31,2.06,2.27,15.86,0.556,0.507,4.23,12.17,8.19,13.75,2.91,1.02,147.85,1.88,116.8,101.1,36
F,206cm,109kg,21,NCAA,49,9.56,0.49,2.56,0.34,4.95,0.702,9.27,1.13,0.91,2.85,2.96,2.6,13.73,0.576,0.536,9.11,23.29,16.46,17.92,1.72,9.21,153.31,-5.85,107.8,88.4,37
PG,193cm,86kg,22,NCAA,110,13.48,0.451,3.63,0.342,6.3,0.803,4.71,5.21,1.5,0.16,1.8,2.2,18.46,0.56,0.497,3.41,13.72,8.57,11.79,2.83,0.53,159.57,3.98,121,101.3,38
C,213cm,104kg,23,NCAA,77,4.97,0.568,0.01,1,3.36,0.726,5.41,0.59,0.51,2.68,1.79,1.18,8.09,0.616,0.569,9.92,19.93,15.35,15.25,1.49,14.04,229.33,-3.92,119.5,84.2,39
PF,208cm,105kg,19,NCAA,2,4.53,0.409,2.32,0.405,0.65,0.818,3.59,0.53,0.47,0.97,1.29,0.56,5.18,0.535,0.513,7.65,16.43,12.19,10.36,1.58,5.8,163.23,-1.15,115.9,93.2,40
G,196cm,86kg,21,NCAA,54,9.85,0.427,3.77,0.305,5.13,0.783,6.94,1.91,1.01,0.59,2.11,2.54,13.57,0.552,0.485,6.87,24.17,15.76,17.13,2.45,2.51,151.45,-5.11,107.5,86,41
PG,178cm,82kg,21,NCAA,55,11.95,0.441,5.59,0.379,4.99,0.808,3.31,6.46,1.65,0.04,2.27,3.45,16.69,0.583,0.53,2.84,8.56,5.83,19.4,2.98,0.13,162.8,2.61,115.9,99.1,42
FC,211cm,109kg,21,NCAA,119,10.86,0.501,0.5,0.313,5.23,0.819,8.2,1.59,0.42,2.03,2.35,1.63,15.32,0.574,0.509,9.92,23.83,17.18,10.9,0.91,7.93,163.35,-2.11,117.8,91.2,44
C,208cm,109kg,21,INTERNATIONAL,8,1.65,0.508,0.11,0,0.78,0.724,2.14,0.27,0.3,0.32,1.14,0.46,2.24,0.563,0.508,12.32,19.47,16.06,18.73,2.02,3.72,123.23,-3.47,111.5,98.4,45
